Country,Population_thousands,All_Causes,Diarrhoeal_diseases,Intestinal_nematode_infections,Ascariasis,Trichuriasis,Hookworm_disease,Food-bourne_trematodes,Otitis_media,Maternal_conditions,Preterm_birth_complications,Nutritional_deficiencies,Protein-energy_malnutrition,Iodine_deficiency,Vitamin_A_deficiency,Iron-deficiency_anaemia,Mouth_and_oropharynx_cancers,Lip_and_oral_cavity,Nasopharynx,Other_pharynx,Oesophagus_cancer,Stomach_cancer,Colon_and_rectum_cancers,Liver_cancer,Liver_cancer_secondary_to_hepatitis_B,Liver_cancer_secondary_to_hepatitis_C,Liver_cancer_secondary_to_alcohol_use,Pancreas_cancer,"Trachea,_bronchus,_lung_cancers",Non-melanoma_skin_cancer,Breast_cancer,Cervix_uteri_cancer,Corpus_uteri_cancer,Ovary_cancer,Prostate_cancer,Testicular_cancer,Kidney_cancer,Bladder_cancer,Brain_and_nervous_system_cancers,Gallbladder_and_biliary_tract_cancer,Larynx_cancer,Thyroid_cancer,Mesothelioma,Hodgkin_lymphoma,Non-Hodgkin_lymphoma,Multiple_myeloma,Leukaemia,Diabetes_mellitus,Thalassaemias,Sickle_cell_disorders_and_trait,Depressive_disorders,Major_depressive_disorder,Dysthymia,Bipolar_disorder,Schizophrenia,Alcohol_use_disorders,Opioid_use_disorders,Cocaine_use_disorders,Amphetamine_use_disorders,Cannabis_use_disorders,Anxiety_disorders,Eating_disorders,Autism_and_Asperger_syndrome,Attention_deficit/hyperactivity_syndrome,Conduct_disorder,Idiopathic_intellectual_disability,Alzheimer_disease_and_other_dementias,Parkinson_disease,Epilepsy,Multiple_sclerosis,Migraine,Non-migraine_headache,Glaucoma,Cataracts,Macular_degeneration,Rheumatic_heart_disease,Hypertensive_heart_disease,Ischaemic_heart_disease,Ischaemic_stroke,Haemorrhagic_stroke,"Cardiomyopathy,_myocarditis,_endocarditis",Chronic_obstructive_pulmonary_disease,Asthma,Peptic_ulcer_disease,Cirrhosis_due_to_hepatitis_B,Cirrhosis_due_to_hepatitis_C,Cirrhosis_due_to_alcohol_use,Appendicitis,Gastritis_and_duodenitis,Paralytic_ileus_and_intestinal_obstruction,Inflammatory_bowel_disease,Gallbladder_and_biliary_diseases,Pancreatitis,Acute_glomerulonephritis,Chronic_kidney_disease_due_to_diabetes,Benign_prostatic_hyperplasia,Urolithiasis,Infertility,Gynecological_diseases,Skin_diseases,Rheumatoid_arthritis,Osteoarthritis,Gout,Neural_tube_defects,Cleft_lip_and_cleft_palate,Down_syndrome,Congenital_heart_anomalies,Dental_caries,Periodontal_disease,Edentulism,Sudden_infant_death_syndrome,Poisonings
Samoa,195,47.09344049,0.917227043,0.010652234,0.00170742,5.05E-06,0.008939764,-1,0.098968085,0.127731341,2.011489473,1.049232769,0.257371624,0.003562174,0.004659721,0.778316143,0.196824231,0.051840425,0.094384283,0.050599532,0.080444595,0.482025564,0.323748405,0.253729839,0.149969949,0.015062562,0.046383265,0.165962655,0.336545372,0.008471622,0.221547213,0.200624098,0.056296898,0.149563571,0.103339806,0.029809491,0.03353217,0.054059202,0.218999346,0.040531268,0.026398385,0.059326569,0.008228142,0.018090809,0.222559565,0.057402751,0.351511233,3.314949024,0.038197827,0.000940619,0.798476904,0.559507328,0.238969575,0.157775595,0.309602131,0.196064948,0.138219518,0.00525418,0.017698036,0.024550891,0.585507613,0.033195174,0.240961259,0.020712437,0.223214668,0.150547577,0.67062214,0.043968298,0.263399605,0.003948503,0.507823611,0.12151691,0.015130204,0.113853334,0.026677829,0.348717038,0.430328549,3.617221181,0.912000893,1.555567745,0.343020679,1.054038897,0.889017072,0.121868117,0.235767455,0.037122314,0.07245727,0.043599716,0.025852757,0.081058153,0.026048924,0.060728,0.028006656,0.002254516,0.763255683,0.037119291,0.006248837,0.062956716,0.215421646,0.823778689,0.064633797,0.479551344,0.020094125,0.108032508,0.002312884,0.086689965,0.846674639,0.050411844,0.015112753,0.099042305,0.074827563,0.052312166
Sao Tome and Principe,200,70.38832803,2.603033086,0.284678404,0.119966819,0.059552097,0.105159488,-1,0.15416563,0.590537871,3.175678901,3.029041088,1.574979239,0.081825457,0.016642895,1.308965442,0.033880855,0.016492036,0.006288257,0.011100561,0.108099313,0.340754685,0.24082034,0.059920564,0.028406986,0.00487347,0.022130743,0.105482425,0.3892379,0.007042694,0.281115177,0.392333824,0.034094422,0.064565013,0.109397264,0.009169832,0.04678237,0.085396916,0.1225789,0.051330009,0.020850537,0.006520077,0.0049318,0.005722713,0.168343797,0.038697234,0.236564693,0.539646412,0.057517055,0.539110884,0.837965302,0.655610702,0.182354597,0.217783084,0.180596333,0.338420146,0.21120729,0.003892997,0.001960102,0.007690481,0.511627817,0.037442308,0.23553897,0.032353064,0.242484401,0.31409592,0.26307998,0.02129424,0.634761486,0.004416671,0.587886078,0.14181433,0.034153878,0.114022191,0.046791543,0.26151899,0.133549237,1.641473013,0.842746416,1.401641775,0.28085405,1.280919168,0.841341785,0.154616793,1.100806479,0.222656195,0.569563596,0.083344052,0.065716358,0.435378354,0.033770993,0.076617632,0.119144291,0.002684757,0.374963955,0.046948827,0.007484398,0.029660726,0.247542584,0.704518889,0.058905098,0.201530804,0.012999092,0.299954353,0.018445743,0.047176885,0.645069893,0.03374679,0.129496861,0.077550073,0.119202808,0.127844919
Saudi Arabia,32276,6929.820539,42.69700884,2.112869179,0.222596203,0.000388231,1.889884728,-1,10.89006368,7.609006979,205.1621334,153.4857819,7.868620919,14.27971489,-1,130.9390044,11.42842183,3.794788151,5.848053357,1.785580262,6.50580298,14.04990986,43.57084296,23.54458149,13.25411964,2.813390867,4.189341613,13.72228886,26.71889616,1.064301044,37.94709824,3.0663722,2.493346587,8.685039913,7.436967854,2.384413821,15.32462961,7.252635309,16.30575473,9.448803617,2.053368364,6.963797065,1.260316956,8.470056491,30.66301499,4.862119581,40.0297168,218.1099029,13.31352775,26.30174551,194.5656872,164.1792604,30.3864272,56.21617545,43.35085125,29.12591459,98.50250237,2.306483648,0.840457846,1.575616295,149.9889198,16.73476538,46.20957185,4.417533853,31.28437387,20.20761028,92.75027369,9.261887375,44.07804789,4.329711131,172.6579336,44.85756888,5.398089171,9.721605024,5.142747673,7.68981049,13.42160448,711.7696069,161.1535787,114.0204242,39.84860445,61.41628233,71.18126012,9.347215753,48.98811943,13.55930874,7.499803352,2.974226248,5.459318851,6.042543702,2.00768431,4.977169836,3.636427598,0.25887684,94.52750578,18.38672372,1.275587271,12.15322314,44.63579941,100.9316258,20.41165961,67.48775946,3.201925527,14.40105204,0.304345561,18.23141171,82.74398844,6.99289774,13.52849673,32.34201202,17.81388953,14.14478695
Senegal,15412,6274.52794,352.8891786,2.721339876,1.202187848,0.129408972,1.389743042,-1,12.88655353,90.93693575,341.3170786,306.8441394,118.1840193,7.943100214,1.117092515,173.6776841,5.384631048,3.621873615,0.340670599,1.422086818,2.060763548,15.18751884,12.18241307,31.49573138,20.61920953,2.210450623,4.114266648,2.641456644,5.438541798,0.696653527,20.77652546,35.844539,1.319246942,6.762787797,7.782490661,1.54138452,13.45319699,8.192703786,2.544950853,0.683795839,1.140154789,1.519395044,0.430502752,2.5761586,12.17667507,1.283374919,6.413703066,77.01782784,1.663110204,63.51075391,68.50895244,54.24076838,14.26818386,16.56599093,13.54093808,23.35920763,21.69066524,0.367733932,0.188375767,0.608703692,39.93601851,2.697833417,18.10193683,2.534315789,18.83759073,27.03334329,20.72652802,1.747114862,48.96643372,0.450601288,46.301124,11.21494922,2.409354207,11.44957761,3.296156017,15.23892979,13.58008292,200.5616826,50.39896429,88.66091308,12.54150495,51.11945152,45.73282848,15.13121095,37.27034921,5.262608564,14.12623591,8.006256317,4.457996145,33.7896869,2.36688496,3.874762705,7.896555582,0.178283925,18.13371493,3.656719498,0.551391233,4.47866734,21.46420462,55.11635014,3.751652681,14.43957167,0.960094354,51.15686252,2.673033359,2.897036909,61.84813986,2.775703874,9.818736757,8.397344193,15.49160398,26.55732506
Serbia,8820,3186.623757,7.780122705,0.000221305,0.000221305,-1,-1,-1,2.887200831,0.976214657,27.57260379,23.28546644,1.007784808,1.080370926,0.004137408,20.89755528,16.837674,8.269552167,1.246566929,7.321555167,8.561826099,26.63665332,71.57058602,19.39573369,3.468587342,7.263193316,7.605322165,28.3231747,153.8421218,3.57788281,51.13235791,16.38476781,8.806480101,13.31550886,22.30963098,1.862366295,12.22717372,16.84482468,24.67138575,8.080284114,11.48113547,2.125055848,0.999176147,2.75262897,11.05868248,5.970594797,16.91001764,106.0713417,2.021404136,0.523094847,48.21937909,38.51174897,9.707629961,12.12340301,16.13272916,30.67672625,7.962574508,0.364402217,0.363467107,0.476828122,30.29970982,1.795722385,10.71336699,0.668784984,5.719409492,6.979059872,42.70318572,10.73807167,13.63252438,5.262151535,43.1501316,11.80780846,2.707568882,6.057735074,4.209902533,1.417203485,47.50625281,387.9174693,182.7852867,84.18891349,214.4488839,82.21554362,24.33106787,14.2754764,4.631768865,6.629653708,9.15130747,0.471417975,3.499195201,7.444305025,4.574901743,3.862203629,7.7658771,0.045413564,16.49324671,7.733496628,0.509550475,1.125581641,10.57931195,22.08162439,10.28054965,36.13696225,1.483577194,4.070241163,0.028865959,1.623539966,8.888683571,2.371809011,6.508629128,22.98919313,0.526023254,1.553242
Seychelles,94,31.05505527,0.166126406,0.147270896,0.011143525,0.06481738,0.071309992,-1,0.026839595,0.051465078,0.674282225,0.309868761,0.065107431,0.016282126,0.001764755,0.212836157,0.396680056,0.199817383,0.060163796,0.136698884,0.139180497,0.137701899,0.433564996,0.144926948,0.049502503,0.027404902,0.050745938,0.155265727,0.387231263,0.013548604,0.368474639,0.245148295,0.017732574,0.09764786,0.365203306,0.005749884,0.064102956,0.080563086,0.176180897,0.03078236,0.110567663,0.008084884,0.00548846,0.022176551,0.151111242,0.048982667,0.242406475,0.974979958,0.093977577,0.000909318,0.435917062,0.274584522,0.161332543,0.111597916,0.195926422,0.179946494,0.15230762,0.005051051,0.017317907,0.014226417,0.332041588,0.02716958,0.115952204,0.00548969,0.07021327,0.061107401,0.593946917,0.049868583,0.207246764,0.012034255,0.335148655,0.078069042,0.009155303,0.047334051,0.009773838,0.06505275,1.561574016,2.769185572,0.482641693,1.013464229,0.338593436,0.748845033,0.387178094,0.23592242,0.34357485,0.152396314,0.225331996,0.079596401,0.021380046,0.265427495,0.012936054,0.020783988,0.099163808,0.001555886,0.818922907,0.020395138,0.014609192,0.01726737,0.102513497,0.328563347,0.032999279,0.257306574,0.014274972,0.035170021,0.000583182,0.016866868,0.343756079,0.017787787,0.058892086,0.07871851,0.021940617,0.026832482
Sierra Leone,7396,6078.347197,505.8591402,14.49194641,10.32735312,0.366024309,3.798568792,-1,5.748162433,171.7182047,285.1325522,257.3755717,185.0675511,3.972892039,0.366686256,62.81864916,2.728226702,1.849816571,0.333306623,0.545103528,0.799886545,4.001457361,4.002960094,22.37220926,11.03031407,2.25954152,7.210929307,1.283850614,1.88147739,0.323511803,12.74575302,15.21675769,0.660306329,2.836374643,4.194396841,0.207706234,1.231834727,0.7882544,0.961111922,0.632173615,0.747732317,0.427798758,0.140878051,0.507000686,3.280693301,0.320648261,1.944116987,54.5793355,2.202806508,139.4269719,32.94995654,26.76657837,6.183378117,7.099846988,5.721909789,13.85756818,14.55858907,0.222578241,0.110231938,0.263285289,17.29605844,1.068268492,7.665420927,1.088616691,8.120381042,14.32454045,8.22753616,0.714054743,28.67055146,0.332786342,20.06154296,4.865345649,0.878344247,5.757278815,1.182844724,15.19868097,15.44808659,177.0920016,42.67276845,116.2143004,15.56348629,39.79709222,37.28542224,22.56963475,41.80478993,9.360739467,19.16806672,8.339632809,5.229116669,27.82295368,2.002965716,3.890667274,8.549279251,0.11681092,12.95848635,1.743837234,0.580573367,1.694130938,9.907632913,26.01820537,1.702521268,6.155086505,0.424245357,33.05790887,1.229035489,1.558038571,45.04237451,1.185967334,4.365094496,2.542490666,12.0886554,22.31858225
Singapore,5622,975.555271,1.379179841,-1,-1,-1,-1,-1,0.772993615,0.36989392,4.674638412,6.656908027,0.134858011,0.598388461,-1,5.918048025,10.86984986,2.258817009,7.409778483,1.201254047,3.58391747,10.64029301,29.37425204,18.49740641,13.32011425,2.158799857,1.954171067,11.24436563,41.85553136,0.350389811,20.17781436,3.695994419,3.009497268,5.356850324,5.122899164,0.036137613,4.922633921,2.230879837,4.074924613,1.90362254,0.821214056,0.857913486,0.717557424,0.24088629,6.675054051,1.585803498,6.223702801,22.7692633,0.547995234,0.099390732,24.50191174,18.79161176,5.710300155,6.028813995,7.972723883,2.778507311,5.190447459,0.894628495,0.547285212,0.410451391,14.17193327,2.408103334,5.343858631,0.216365841,2.304155697,1.606985198,9.014620916,1.807267835,2.936585315,0.149979033,15.92513799,3.641111892,0.879784606,1.960823978,1.28607059,0.893313564,14.36097519,101.4194805,24.05693675,23.7286964,7.331002291,16.16443777,10.10804035,1.579552439,4.149569824,0.628159076,0.599483689,0.127985119,1.358757981,0.70121101,0.242013063,1.550447618,0.754939481,0.027101433,14.24493546,2.580703865,0.315066525,0.568667423,4.823615595,13.14367044,3.465363593,8.518756172,1.086091773,0.327163508,0.018721828,0.324816754,3.247300579,0.924561008,2.360609769,7.480850826,0.232628223,0.582279338
Slovakia,5444,1739.714026,4.977862502,0.000212581,0.000212581,-1,-1,-1,1.593221598,0.381028805,12.0328815,10.46792052,0.968241494,1.37442405,-1,7.97016474,22.14147846,9.318793786,0.861595559,11.96108978,8.458052025,17.92132842,51.88719928,10.40061506,2.071110109,2.334077097,5.464910669,20.19767166,60.10860579,1.373984761,25.74455021,7.611626262,7.00058038,8.665885845,14.73520055,1.423846013,12.26296899,8.571766403,13.19219736,7.673081597,5.420067442,0.910444118,0.519725775,1.540823196,9.720955248,4.92136128,11.05874642,39.75266843,1.15156189,0.330041317,26.21096954,20.18092669,6.030042815,7.791674444,9.439748952,23.00705557,5.209916421,0.484598152,0.893930048,0.464847031,18.85209276,1.466585139,6.687739094,0.411050482,3.010780075,3.696058234,36.29949616,3.592424074,10.48735996,2.52344624,27.74559513,7.655837308,1.038548142,2.688365897,1.58364669,1.636457863,14.79835252,235.3198321,66.092216,35.06697755,14.14489101,27.72767627,9.043162453,8.184039566,13.12656451,10.91428369,19.57340174,0.281138507,2.671774522,3.643806619,3.418865645,3.244792684,6.341471873,0.029243712,9.060819105,4.32485437,0.374537123,0.786053763,8.440457016,15.83611555,5.487248682,19.46652206,0.829552905,2.19413928,0.050037051,0.990258187,6.753631021,1.323037795,4.197079517,9.36570771,1.062143559,1.198093044
Slovenia,2078,632.8446111,1.664858534,-1,-1,-1,-1,-1,0.562849274,0.189901593,2.820008335,3.885054048,0.160934488,0.525727198,-1,3.184909866,4.750421738,1.407989067,0.100717896,3.241714862,2.347771357,7.853877695,17.31716338,5.462591059,1.041217176,1.289813932,2.858389886,8.200370361,28.81304888,0.43320816,9.867132038,1.691408127,2.02343439,3.679523555,6.931057375,0.354211406,4.143345409,3.36833516,4.936218169,2.328439955,1.482468841,0.299656089,0.91844336,0.269972,4.639774254,2.318000387,4.551536061,14.5228253,0.478640874,0.130967188,13.02833503,10.693812,2.334523056,2.843480019,3.583989285,9.98022928,2.305453543,0.314047456,0.201752269,0.176994636,7.033211124,0.514694,2.523160617,0.142501889,1.048634256,1.24177712,6.776816701,1.782049607,2.441656431,1.424680177,10.16017537,2.841934192,0.504392353,1.278682048,0.817457236,1.280225024,5.891142294,60.80762146,22.17780565,13.63758691,6.519640492,10.53273847,3.38586006,1.90999247,3.770214109,3.350060174,5.911668027,0.083526178,0.937082828,1.149573719,1.067261553,1.226662347,0.856702391,0.005355256,1.609233132,1.413375368,0.115840834,0.184280676,3.005352226,5.046556569,3.13133312,8.408252533,0.35926649,0.939812914,0.009141486,0.56069325,1.166555125,0.795341156,2.566815384,6.996281055,0.088415928,0.332968357
Solomon Islands,599,167.6038306,4.850146856,1.063106907,0.021360959,0.097838216,0.943907727,-1,0.375307768,0.84105625,6.871232937,5.477813478,1.231001837,0.012065078,0.014418945,4.195569103,0.583768862,0.345152433,0.126677538,0.111938898,0.156075796,0.43604973,0.698282263,1.628800121,1.153890907,0.053539747,0.180673658,0.234453052,0.763214919,0.147769523,1.658167754,1.08538952,0.215483229,0.485761403,0.296333812,0.049144114,0.091034728,0.185497455,0.395294015,0.13531767,0.125595244,0.296616408,0.028697204,0.143128401,0.432704561,0.232822532,1.27862313,9.089904311,0.133142197,0.005291883,2.440701968,1.790231875,0.65047008,0.445358348,0.847805379,0.611732247,0.40604272,0.015339529,0.054935587,0.077056533,1.738700526,0.082359186,0.715667135,0.064569154,0.691196918,0.647656337,0.933211464,0.062736939,0.884120145,0.008140296,1.563151681,0.373899121,0.056199407,0.431406195,0.085035084,1.761370385,1.069514798,9.377013484,2.816415311,5.510359102,0.880009078,3.783845877,3.516870886,0.595618804,0.672874351,0.056759833,0.146187523,0.204702199,0.072162296,0.324614998,0.054918915,0.170535715,0.08175555,0.007618823,1.888011567,0.086242707,0.015159778,0.208537704,0.72370595,2.302297619,0.166003993,0.883230829,0.048688138,0.617156452,0.009077091,0.232025321,2.13563957,0.172301463,0.037031909,0.217639334,0.245619875,0.364740671
Somalia,14318,12176.55537,1272.24839,17.82872631,4.268944863,2.699252329,10.86052923,-1,12.4492253,272.2555893,640.2145112,549.9241689,431.0756633,16.63927881,0.587736418,83.493622,9.081296783,4.421773261,3.31638536,1.34313803,15.0863172,9.118393997,12.79457876,7.495602745,3.609593145,2.097832505,0.885232149,3.263532444,4.665230176,0.400682852,27.37981037,21.26702878,1.39233386,7.267388376,6.934444,0.31627786,6.453485573,1.954844946,4.079873289,2.227442823,1.326798313,2.614553247,0.367557902,2.503074511,11.80071569,1.982543419,15.34670318,76.39477269,2.266445534,55.23731132,54.12497473,44.53478218,9.590192916,10.97321365,7.861280461,20.98096595,8.441203606,0.26723717,0.145196426,0.64462133,30.25000299,1.251559646,12.59928261,1.767464127,14.18605836,31.310654,12.50474961,0.870045893,47.28768632,0.315467098,27.1994826,7.155860945,1.28008336,19.00115514,2.8255784,21.18889934,29.54594109,198.9539683,42.69544247,120.6494242,22.11218231,42.90188995,69.38308379,27.70534414,26.94767693,12.63163503,21.08459533,16.72862315,6.842568253,56.53095432,5.640951902,5.836330168,4.485423727,0.373102135,10.22795241,2.859636505,0.553552488,1.647306937,14.67461498,51.22929953,3.910215012,9.253975124,0.652164688,100.3318032,4.055252723,5.058410665,83.03749169,2.337706267,4.573479487,2.731822873,30.05363868,51.43707963
South Africa,56015,27581.54939,786.1590066,72.56308205,4.455410938,21.06380327,47.04386805,-1,25.26441106,102.7580551,659.7658788,550.5303411,330.2060263,59.40332941,2.021917937,148.344773,43.60920671,23.87484787,2.878667499,16.85569139,99.02459546,45.01500657,90.95748524,62.93694196,21.28443814,12.58699469,25.7115946,50.27102571,201.5233501,21.60628257,140.839986,168.8826598,11.03493243,32.24558101,74.99434425,2.375971409,16.80890283,18.36320882,28.67539161,5.360804634,16.36468563,4.488264812,7.456621007,6.382749343,90.79684582,19.53855706,55.71437464,1224.492145,3.42731932,5.167864604,347.2171907,281.8046403,65.41255015,67.3467635,64.84432854,131.1979393,121.2565341,3.286030143,3.886270757,3.720625468,190.9506262,16.78157239,63.31537568,7.676918413,50.21633026,67.67915836,167.2748702,13.74099064,302.561642,4.135778974,175.0242457,46.82146902,8.618930687,31.58897618,13.11172866,78.87827484,280.823823,1001.14448,296.0498421,466.1248224,155.5573092,475.9170699,295.8886489,46.46258276,49.34166432,31.24474328,75.32479444,16.01155302,32.73842802,72.48053254,36.86856537,26.53039495,12.90847203,2.188942572,127.2870507,19.27091495,1.869821239,6.981550236,79.52295844,197.924546,44.54176145,105.7357421,5.286125883,37.00476218,3.34621297,28.46599202,165.8885086,9.065340166,8.872460255,84.64706235,45.64019397,50.55287941
South Sudan,12231,8403.386407,635.5776202,7.001072825,2.794676028,0.00893838,4.197458522,-1,10.19972878,210.5041295,467.6183505,366.9136456,189.363785,37.07129879,1.242486841,125.8752919,11.88678912,5.692372296,4.07309195,2.121324946,18.16378012,10.2481054,14.14716186,16.47705782,4.066045457,8.476808439,2.083718452,3.810123655,4.891360442,0.415920679,28.0860359,28.09023645,1.590007127,7.216999157,13.44705099,0.467148594,7.725096335,2.453575832,4.817249806,1.517544466,1.754005926,2.488897575,0.240644868,2.720531217,16.03455838,2.583099881,16.17464572,68.83757791,1.172323669,28.14534363,65.57679465,53.59948595,11.977309,13.51559594,10.86903795,23.37545542,9.820837823,0.291612845,0.155580063,0.791227295,36.19558525,2.309444849,15.96131044,2.03980954,15.48904646,24.03052727,15.15526262,0.921305999,35.10934547,0.270430878,33.26908186,8.871114992,2.799240191,8.033047685,1.823082232,15.31991068,22.70006168,131.3161227,34.6741016,81.31126351,14.61134302,36.44702997,56.14628071,18.853478,9.963777194,18.94606619,11.44477682,8.980744319,5.034846676,36.92846792,3.819948359,4.287445349,3.33922269,0.184434653,9.145485092,3.739243546,0.43330812,2.104477612,17.59031578,52.90621896,4.41823153,12.24367264,0.847434621,69.87769593,3.089040393,2.669785786,45.83567218,2.627420673,5.931737494,3.637728281,9.389507341,36.36276817
Spain,46348,11925.25371,19.9332747,0.011219365,-1,-1,-1,0.011219365,13.85839084,3.447827991,57.1400759,56.24260454,5.405342842,15.51312395,-1,33.3496393,66.34272794,33.25329613,5.774804167,27.314627,49.10450287,123.4207568,323.8005798,109.3675884,21.21304411,56.15746748,27.33432609,133.2572344,513.788639,9.662601133,172.5349385,22.44325376,34.85592055,48.30278158,97.61035418,2.366159218,51.93550874,91.67888438,90.02921747,25.03984457,35.03707959,7.743713916,9.504010002,6.680324393,62.17097927,38.27366171,80.3036154,295.8947811,1.534593253,2.027152727,313.0599152,244.2696537,68.7902623,93.55151544,101.9201606,58.33812988,54.49194091,17.56001186,5.823810532,6.759857998,241.9187141,37.83130866,55.5791294,5.467484127,25.4478407,65.79847252,568.7054555,62.642268,39.42605144,19.25674528,262.151856,56.1928896,8.025965595,16.12697854,11.77906159,24.05136715,86.00950947,831.7589779,228.9004945,232.7446601,100.522374,376.3382308,136.9409054,9.928958193,17.89070768,39.59054166,86.69135716,1.621071866,4.023310993,25.36251554,7.637191208,30.79218328,24.0120562,0.148241324,48.45304137,41.27706885,3.156909421,6.895627317,51.97299774,128.6632718,61.55002427,134.2058193,16.62573652,5.232716316,0.151656985,11.41024035,24.13247948,22.54940607,10.83463372,114.7078458,2.964909081,6.631972371
Sri Lanka,20798,5998.824105,38.10915902,5.117170792,0.70394774,0.446276739,3.96694633,-1,6.909470244,6.63713631,85.71233303,75.1860336,10.84016536,3.901132271,0.38715452,59.34700028,50.81356518,23.40704893,1.979122744,25.42739406,32.62092748,33.74478996,13.16287475,20.29374704,8.492286425,3.308696789,5.347964294,4.597922333,38.16129021,5.330980892,40.79058707,18.41089591,1.361318787,14.6390768,4.504439743,0.448922563,4.871744907,4.796543797,11.87738753,3.533725122,4.539391753,6.41740748,0.493798882,3.981518277,10.86796548,5.090668908,33.80930763,401.1759865,5.719559451,0.139271735,115.4040248,79.76366835,35.64035573,23.75181505,38.89995432,35.683061,22.11815151,0.975081355,3.436233647,2.233438673,72.21234027,4.469404312,24.09538315,1.19008851,17.00536691,16.48893958,128.941983,12.2851976,58.61957884,1.075261243,71.58005301,16.70348905,3.558115997,15.94106989,3.50763344,12.14870675,47.20427002,670.1405389,148.1033721,143.3278059,71.90016246,174.0824116,174.5941744,4.494812387,88.82912932,22.78812245,44.33542802,2.989789013,6.252053078,9.151554512,1.248637733,1.727726888,4.22625751,0.211291446,92.60167033,5.249431274,0.618735658,2.581765988,23.06326618,65.33943112,6.789867455,47.24294052,3.131282052,7.487556009,0.214620921,3.362026769,68.01366081,6.542584871,13.19179369,16.73228583,2.86352149,4.983008675
Sudan,39579,19381.52437,834.8594573,16.61271733,4.986002542,0.026424206,11.60029072,-1,24.73889927,229.04159,1591.116286,584.0766725,119.2290231,14.86352089,4.076518693,441.7769701,44.30239638,16.95894175,16.58029795,10.76315714,32.54372664,12.60808355,37.54232469,35.77136698,10.91520735,16.21864443,5.333216597,8.760688429,13.08092614,2.489635081,81.82054944,18.18670393,3.305669733,22.95992838,14.56435529,2.663566078,19.47953923,10.3461868,17.37854315,3.146970413,5.911266333,5.672245286,0.490690297,7.357209928,51.28463844,7.526292951,46.82648976,283.1519159,57.5942827,57.71765181,237.9028185,205.8138948,32.08892489,58.49063816,33.76217657,36.08145028,105.643305,2.996043243,0.928743308,1.852821937,180.338373,10.49713238,50.29130256,5.790886784,51.83565015,69.97410877,90.62051403,8.034431602,109.4650048,3.897304629,176.8462513,47.95159304,6.287454748,47.14966766,11.57872359,95.95522572,58.42550947,1501.339041,274.2251592,398.059948,73.49621379,173.7815889,219.7462888,42.42503867,47.12914841,65.75841578,11.45185358,19.71569698,7.204068588,23.83780469,4.917468984,10.85306727,9.388509159,0.529869147,100.7491597,13.77424135,1.626887244,24.17265937,59.46356711,111.074389,23.36834855,51.89735992,2.594726687,71.27509405,0.816451093,19.51893211,268.5871637,9.814005257,18.95408063,28.94305515,31.68157108,118.9344657
Suriname,558,182.5710106,1.557808257,0.119259286,0.004255515,1.83E-07,0.115003587,-1,0.216309838,1.078072623,5.277449472,2.688165222,0.552362725,0.050692605,0.027029433,2.012230182,0.668709202,0.151635886,0.322300488,0.19477282,0.202329337,0.618509397,1.576106576,1.207918163,0.593782259,0.210486154,0.252737493,0.762116041,1.857925125,0.072129728,1.300014141,1.397350472,0.147178786,0.4986067,1.014289287,0.049248079,0.328950231,0.234416449,0.812555985,0.216011538,0.12653434,0.171441748,0.070840991,0.137069051,0.814582042,0.456339293,0.990373032,9.837130853,0.027530355,0.484476388,4.55959013,4.016394565,0.5431956,0.972085795,0.653417057,1.627178286,0.691002678,0.109782569,0.018292892,0.042504467,2.181983655,0.204044412,0.692235765,0.125046937,0.454217467,0.26264526,1.905832109,0.192570002,1.279420828,0.036664387,2.337128037,0.681857069,0.185850859,0.422216667,0.073105967,0.560475936,2.106592945,14.62071873,4.072954136,7.737791991,1.265813311,1.718100906,2.226181151,0.930485437,1.061820889,0.409761032,1.307599362,0.163087793,0.258751002,0.864660483,0.148505137,0.295392368,0.348423079,0.004448397,2.090023659,0.163141603,0.047847126,0.295844667,0.637009744,2.284006639,0.442842864,1.18050006,0.049737242,0.391321471,0.009614537,0.102047163,1.516918485,0.097582188,0.555889665,0.733557569,0.371367186,0.129019286
Swaziland,1343,830.5896838,39.39379968,3.706922617,0.340818421,0.653266838,2.712837352,-1,0.800941328,8.415409365,34.73049783,21.82977284,15.36448406,1.072716666,0.052576659,4.869021111,0.703577933,0.335361967,0.113923155,0.254292813,1.086096317,0.562954746,0.657771157,2.554650296,1.256642673,0.411049651,0.678230636,0.245488539,0.732119365,0.579637192,0.720411672,3.520825048,0.164975785,0.431359907,0.724467607,0.074507666,0.431863736,0.255866236,0.455102301,0.104796469,0.282075089,0.124869317,0.086919188,0.187448947,0.982239032,0.130906753,0.731592911,25.99566095,0.08994519,0.49409468,7.910659779,6.624571005,1.286088739,1.436021759,1.176383966,2.969889929,3.515182692,0.049184731,0.031065822,0.08742048,4.123374965,0.37271484,1.658923066,0.211040592,1.569708645,1.923727885,1.755683258,0.133399456,8.97091333,0.062787339,3.813836874,0.976297385,0.17227612,0.546020943,0.233901569,2.261243199,4.898217573,16.03649977,5.183779561,9.252576517,3.501648425,7.749842899,8.562482145,0.978275549,1.156311206,0.472330157,1.193323339,0.598473148,0.877249962,2.294505416,1.177850883,0.565781643,0.263167783,0.043771423,1.868644377,0.305795893,0.033789534,0.08081576,1.610653119,5.221474855,0.846623661,1.590925759,0.086658632,2.071714817,0.236661382,1.385182726,7.413365735,0.328516777,0.139921222,1.201039605,1.647217743,3.402380961
